# Step Energy(kJ/mol) AcceptanceRatio R_ee R_g
    4140     0.256057E+22      0.1841      4.2939      1.8083
    4150     0.256057E+22      0.1839      4.5167      1.8144
    4160     0.256032E+22      0.1839      4.5281      1.8210
    4170     0.256032E+22      0.1837      4.4956      1.8234
    4180     0.256032E+22      0.1833      4.4956      1.8234
    4190     0.256032E+22      0.1833      4.8200      1.8118
    4200     0.231784E+22      0.1833      4.4448      1.8206
    4210     0.231784E+22      0.1829      4.4448      1.8206
    4220     0.227157E+22      0.1834      3.7978      1.8234
    4230     0.227157E+22      0.1830      3.7978      1.8234
    4240     0.227157E+22      0.1833      4.0876      1.8545
    4250     0.227153E+22      0.1833      3.8166      1.8512
    4260     0.227153E+22      0.1833      3.8240      1.8613
    4270     0.227153E+22      0.1834      3.7550      1.8726
    4280     0.227153E+22      0.1834      3.9617      1.8760
    4290     0.227153E+22      0.1834      3.8105      1.8779
    4300     0.227153E+22      0.1833      3.8035      1.8784
    4310     0.227005E+22      0.1835      3.9893      1.8844
    4320     0.227005E+22      0.1833      3.9787      1.8910
    4330     0.227005E+22      0.1836      3.9135      1.8986
    4340     0.220236E+22      0.1834      4.0383      1.9029
    4350     0.220236E+22      0.1834      3.9008      1.9092
    4360     0.208878E+22      0.1835      3.7146      1.9114
    4370     0.208878E+22      0.1833      3.8293      1.9174
    4380     0.207697E+22      0.1831      4.0141      1.9252
    4390     0.203159E+22      0.1838      4.1087      1.9297
    4400     0.203159E+22      0.1836      4.2024      1.9348
    4410     0.197071E+22      0.1837      3.9799      1.9232
    4420     0.195209E+22      0.1842      3.8546      1.9293
    4430     0.195209E+22      0.1840      3.8873      1.9353
    4440     0.193392E+22      0.1840      3.9447      1.9357
    4450     0.193392E+22      0.1838      3.9699      1.9367
    4460     0.191547E+22      0.1843      4.2577      1.9339
    4470     0.191076E+22      0.1841      4.2043      1.9297
    4480     0.190165E+22      0.1839      4.2342      1.9321
    4490     0.190148E+22      0.1840      4.6693      1.9588
    4500     0.185474E+22      0.1842      4.4913      1.9552
    4510     0.172062E+22      0.1851      3.8229      1.9784
    4520     0.172052E+22      0.1854      4.3906      2.0058
    4530     0.172052E+22      0.1852      4.4381      2.0069
    4540     0.172052E+22      0.1848      4.4381      2.0069
    4550     0.172042E+22      0.1846      4.4477      2.0078
    4560     0.172042E+22      0.1844      4.6091      2.0232
    4570     0.172042E+22      0.1840      4.6091      2.0232
    4580     0.172042E+22      0.1836      4.6091      2.0232
    4590     0.172042E+22      0.1834      4.3122      2.0417
    4600     0.171163E+22      0.1835      4.4509      2.0407
    4610     0.171163E+22      0.1831      4.4509      2.0407
    4620     0.171163E+22      0.1827      4.4509      2.0407
    4630     0.171162E+22      0.1827      4.6662      2.0453
    4640     0.171162E+22      0.1830      4.7352      2.0535
    4650     0.171027E+22      0.1834      4.5068      2.0732
    4660     0.171025E+22      0.1835      4.7089      2.0885
    4670     0.171025E+22      0.1833      4.9057      2.0977
    4680     0.171021E+22      0.1835      5.1143      2.1043
    4690     0.171021E+22      0.1834      5.1157      2.1069
    4700     0.171021E+22      0.1830      5.1157      2.1069
    4710     0.171021E+22      0.1826      5.1157      2.1069
    4720     0.170589E+22      0.1826      5.5693      2.1159
    4730     0.170581E+22      0.1827      5.5840      2.1171
    4740     0.170581E+22      0.1827      5.7046      2.1493
    4750     0.170575E+22      0.1829      5.9983      2.1724
    4760     0.170575E+22      0.1832      6.1014      2.1701
    4770     0.170575E+22      0.1830      5.9146      2.1758
    4780     0.170575E+22      0.1828      5.9391      2.1763
    4790     0.170004E+22      0.1829      6.5291      2.2041
    4800     0.170004E+22      0.1825      6.5291      2.2041
    4810     0.169892E+22      0.1827      6.4394      2.1996
    4820     0.169892E+22      0.1826      6.3331      2.1986
    4830     0.169892E+22      0.1824      6.3240      2.1975
    4840     0.169892E+22      0.1824      6.7029      2.2129
    4850     0.169892E+22      0.1823      7.1954      2.2267
    4860     0.169670E+22      0.1821      7.2657      2.2298
    4870     0.169089E+22      0.1819      7.4517      2.2387
    4880     0.166756E+22      0.1824      7.4219      2.2455
    4890     0.166756E+22      0.1828      6.8952      2.2382
    4900     0.166745E+22      0.1829      6.8062      2.2295
    4910     0.166745E+22      0.1831      6.6631      2.2316
    4920     0.166745E+22      0.1827      6.6631      2.2316
    4930     0.166745E+22      0.1824      6.6631      2.2316
    4940     0.166745E+22      0.1824      6.4894      2.2391
    4950     0.166745E+22      0.1822      6.5583      2.2382
    4960     0.166745E+22      0.1821      6.6028      2.2453
    4970     0.161011E+22      0.1821      6.4297      2.2377
    4980     0.160896E+22      0.1823      6.5435      2.2420
    4990     0.160896E+22      0.1820      6.5435      2.2420
    5000     0.160087E+22      0.1820      6.3287      2.2497
    5010     0.159976E+22      0.1822      6.4020      2.2570
    5020     0.159976E+22      0.1819      6.4020      2.2570
    5030     0.158890E+22      0.1819      6.4903      2.2672
    5040     0.158890E+22      0.1815      6.4903      2.2672
    5050     0.158890E+22      0.1816      6.5801      2.2893
    5060     0.158883E+22      0.1818      7.2091      2.3207
    5070     0.158815E+22      0.1819      7.3066      2.3284
    5080     0.152230E+22      0.1819      7.1906      2.3231
    5090     0.152230E+22      0.1815      7.1906      2.3231
    5100     0.152230E+22      0.1820      6.9346      2.3406
    5110     0.152230E+22      0.1820      6.9603      2.3408
    5120     0.152215E+22      0.1826      7.2803      2.3592
    5130     0.152215E+22      0.1827      7.4129      2.3765
    5140     0.151566E+22      0.1833      7.3431      2.3785
